x-axis,1,2
second,Volt,Volt
-1.280000E-03,-16.716080584E+00,-6.143216148E+00
-1.275000E-03,-16.515075557E+00,-15.188442349E+00
-1.270000E-03,-16.515075557E+00,+10.138191015E+00
-1.265000E-03,-16.716080584E+00,-8.555276468E+00
-1.260000E-03,-16.816583097E+00,-13.781407163E+00
-1.255000E-03,-16.816583097E+00,+12.751256362E+00
-1.250000E-03,-15.912060477E+00,-21.218593150E+00
-1.245000E-03,-17.118090637E+00,-11.972361922E+00
-1.240000E-03,-16.515075557E+00,+6.319095507E+00
-1.235000E-03,-16.414573044E+00,-19.610552937E+00
-1.230000E-03,-16.816583097E+00,+3.706030160E+00
-1.225000E-03,-10.484924756E+00,-20.012562990E+00
-1.220000E-03,-17.118090637E+00,-12.575377002E+00
-1.215000E-03,-16.414573044E+00,-716.080427E-03
-1.210000E-03,-16.515075557E+00,-24.032663524E+00
-1.205000E-03,-16.716080584E+00,+9.133165881E+00
-1.200000E-03,-16.716080584E+00,-26.243718818E+00
-1.195000E-03,-16.816583097E+00,+6.118090481E+00
-1.190000E-03,-16.716080584E+00,-34.685929939E+00
-1.185000E-03,-16.414573044E+00,-42.726131007E+00
-1.180000E-03,-16.414573044E+00,-44.133166194E+00
-1.175000E-03,-16.414573044E+00,-44.133166194E+00
-1.170000E-03,-16.816583097E+00,-44.736181274E+00
-1.165000E-03,-16.716080584E+00,-44.133166194E+00
-1.160000E-03,-16.816583097E+00,-44.133166194E+00
-1.155000E-03,-16.414573044E+00,-43.530151114E+00
-1.150000E-03,-16.816583097E+00,-44.133166194E+00
-1.145000E-03,-16.414573044E+00,-43.530151114E+00
-1.140000E-03,-16.113065504E+00,-44.133166194E+00
-1.135000E-03,-16.314070530E+00,-44.133166194E+00
-1.130000E-03,-16.515075557E+00,-44.535176247E+00
-1.125000E-03,-16.414573044E+00,-44.133166194E+00
-1.120000E-03,-16.816583097E+00,-43.329146087E+00
-1.115000E-03,-16.716080584E+00,-43.329146087E+00
-1.110000E-03,-16.414573044E+00,-43.932161167E+00
-1.105000E-03,-16.113065504E+00,-44.133166194E+00
-1.100000E-03,-16.314070530E+00,-44.133166194E+00
-1.095000E-03,-16.716080584E+00,-44.736181274E+00
-1.090000E-03,-16.414573044E+00,-44.133166194E+00
-1.085000E-03,-16.414573044E+00,-43.329146087E+00
-1.080000E-03,-16.414573044E+00,-43.530151114E+00
-1.075000E-03,-16.314070530E+00,-43.329146087E+00
-1.070000E-03,-16.515075557E+00,-43.932161167E+00
-1.065000E-03,-16.515075557E+00,-44.133166194E+00
