x-axis,2
second,Volt
-8.6600E-03,
-8.6500E-03,-1.2060E-03
-8.6400E-03,+6.8342E-03
-8.6300E-03,-1.2060E-03
-8.6200E-03,+804.0E-06
-8.6100E-03,+6.8342E-03
-8.6000E-03,+4.8241E-03
-8.5900E-03,+2.8141E-03
-8.5800E-03,+34.9749E-03
-8.5700E-03,-79.5980E-03
-8.5600E-03,+12.8643E-03
-8.5500E-03,-65.5276E-03
-8.5400E-03,-3.2161E-03
-8.5300E-03,-149.9497E-03
-8.5200E-03,-21.3065E-03
-8.5100E-03,+47.0352E-03
-8.5000E-03,-65.5276E-03
-8.4900E-03,+18.8945E-03
-8.4800E-03,+63.1156E-03
-8.4700E-03,-63.5176E-03
-8.4600E-03,+8.8442E-03
-8.4500E-03,-25.3266E-03
-8.4400E-03,-99.6985E-03
-8.4300E-03,-15.2764E-03
-8.4200E-03,+4.8241E-03
-8.4100E-03,+38.9950E-03
-8.4000E-03,-204.2211E-03
-8.3900E-03,-49.4472E-03
-8.3800E-03,-21.3065E-03
-8.3700E-03,-17.2864E-03
-8.3600E-03,-196.1809E-03
-8.3500E-03,-35.3769E-03
-8.3400E-03,+4.8241E-03
-8.3300E-03,-1.2060E-03
-8.3200E-03,-1.2060E-03
-8.3100E-03,+8.8442E-03
-8.3000E-03,+804.0E-06
-8.2900E-03,+4.8241E-03
-8.2800E-03,+6.8342E-03
-8.2700E-03,-1.2060E-03
-8.2600E-03,+4.8241E-03
-8.2500E-03,+6.8342E-03
-8.2400E-03,+6.8342E-03
-8.2300E-03,+6.8342E-03
-8.2200E-03,+8.8442E-03
-8.2100E-03,+6.8342E-03
-8.2000E-03,+804.0E-06
-8.1900E-03,+6.8342E-03
-8.1800E-03,+6.8342E-03
-8.1700E-03,+57.0854E-03
-8.1600E-03,-67.5377E-03
-8.1500E-03,+38.9950E-03
-8.1400E-03,-41.4070E-03
-8.1300E-03,+55.0754E-03
-8.1200E-03,-65.5276E-03
-8.1100E-03,+26.9347E-03
-8.1000E-03,-149.9497E-03
-8.0900E-03,-17.2864E-03
-8.0800E-03,-33.3668E-03
-8.0700E-03,-59.4975E-03
-8.0600E-03,+18.8945E-03
-8.0500E-03,-172.0603E-03
-8.0400E-03,-31.3568E-03
-8.0300E-03,+16.8844E-03
-8.0200E-03,-270.5528E-03
-8.0100E-03,-43.4171E-03
-8.0000E-03,-37.3869E-03
-7.9900E-03,+14.8744E-03
-7.9800E-03,+123.4171E-03
-7.9700E-03,-127.8392E-03
-7.9600E-03,-49.4472E-03
-7.9500E-03,-25.3266E-03
-7.9400E-03,-27.3367E-03
-7.9300E-03,+4.8241E-03
-7.9200E-03,+804.0E-06
-7.9100E-03,+804.0E-06
-7.9000E-03,+4.8241E-03
-7.8900E-03,+804.0E-06
-7.8800E-03,-1.2060E-03
-7.8700E-03,-1.2060E-03
-7.8600E-03,+8.8442E-03
-7.8500E-03,+804.0E-06
-7.8400E-03,+6.8342E-03
-7.8300E-03,+6.8342E-03
-7.8200E-03,+6.8342E-03
-7.8100E-03,+6.8342E-03
-7.8000E-03,+804.0E-06
-7.7900E-03,+804.0E-06
-7.7800E-03,+6.8342E-03
-7.7700E-03,+34.9749E-03
-7.7600E-03,-103.7186E-03
-7.7500E-03,+10.8543E-03
-7.7400E-03,-83.6181E-03
-7.7300E-03,+38.9950E-03
-7.7200E-03,-55.4774E-03
-7.7100E-03,+55.0754E-03
-7.7000E-03,-63.5176E-03
-7.6900E-03,+24.9246E-03
-7.6800E-03,-103.7186E-03
-7.6700E-03,-7.2362E-03
-7.6600E-03,-240.4020E-03
-7.6500E-03,-15.2764E-03
-7.6400E-03,+26.9347E-03
-7.6300E-03,-109.7487E-03
-7.6200E-03,-19.2965E-03
-7.6100E-03,+18.8945E-03
-7.6000E-03,-87.6382E-03
-7.5900E-03,-25.3266E-03
-7.5800E-03,-13.2663E-03
-7.5700E-03,+38.9950E-03
-7.5600E-03,-29.3467E-03
-7.5500E-03,-87.6382E-03
-7.5400E-03,-49.4472E-03
-7.5300E-03,+8.8442E-03
-7.5200E-03,-1.2060E-03
-7.5100E-03,-1.2060E-03
-7.5000E-03,+6.8342E-03
-7.4900E-03,+804.0E-06
-7.4800E-03,+4.8241E-03
-7.4700E-03,+4.8241E-03
-7.4600E-03,+4.8241E-03
-7.4500E-03,+804.0E-06
-7.4400E-03,+6.8342E-03
-7.4300E-03,+4.8241E-03
-7.4200E-03,+4.8241E-03
-7.4100E-03,+4.8241E-03
-7.4000E-03,+12.8643E-03
-7.3900E-03,+4.8241E-03
-7.3800E-03,+6.8342E-03
-7.3700E-03,+22.9146E-03
-7.3600E-03,-53.4673E-03
-7.3500E-03,-13.2663E-03
-7.3400E-03,-117.7889E-03
-7.3300E-03,+2.8141E-03
-7.3200E-03,-67.5377E-03
-7.3100E-03,+16.8844E-03
-7.3000E-03,-105.7286E-03
