x-axis,1,2
second,Volt,Volt
-50.00000E-03,+3.85815339E+00,+922.61314E-03
-49.95000E-03,+5.53855545E+00,+922.61314E-03
-49.90000E-03,+3.85815339E+00,+922.61314E-03
-49.85000E-03,+7.57272637E+00,+231.15587E-03
-49.80000E-03,+2.70840461E+00,+1.61407042E+00
-49.75000E-03,+8.72247515E+00,+922.61314E-03
-49.70000E-03,+232.02262E-03,+922.61314E-03
-49.65000E-03,+9.43001286E+00,+231.15587E-03
-49.60000E-03,+7.13051530E+00,+922.61314E-03
-49.55000E-03,-652.39952E-03,+922.61314E-03
-49.50000E-03,+5.45011324E+00,+922.61314E-03
-49.45000E-03,+939.56033E-03,+922.61314E-03
-49.40000E-03,+8.28026408E+00,+922.61314E-03
-49.35000E-03,+4.65413331E+00,+231.15587E-03
-49.30000E-03,+4.12348003E+00,+922.61314E-03
-49.25000E-03,+5.53855545E+00,+922.61314E-03
-49.20000E-03,+9.25312843E+00,+922.61314E-03
-49.15000E-03,+3.68126896E+00,+1.61407042E+00
-49.10000E-03,-1.97903272E+00,+922.61314E-03
-49.05000E-03,+9.34157065E+00,+1.61407042E+00
-49.00000E-03,+2.08930911E+00,+922.61314E-03
-48.95000E-03,+4.38880667E+00,+922.61314E-03
-48.90000E-03,-121.74623E-03,+231.15587E-03
-48.85000E-03,+3.59282675E+00,+922.61314E-03
-48.80000E-03,+5.71543988E+00,+922.61314E-03
-48.75000E-03,+3.85815339E+00,+922.61314E-03
-48.70000E-03,+1.55865583E+00,+922.61314E-03
-48.65000E-03,-1.80214830E+00,+1.61407042E+00
-48.60000E-03,-1.62526387E+00,+922.61314E-03
-48.55000E-03,-1.62526387E+00,+231.15587E-03
-48.50000E-03,-387.07288E-03,+231.15587E-03
-48.45000E-03,-1.62526387E+00,+922.61314E-03
-48.40000E-03,+408.90705E-03,+922.61314E-03
-48.35000E-03,+2.79684682E+00,+922.61314E-03
-48.30000E-03,-1.97903273E+00,+231.15587E-03
-48.25000E-03,-2.59812822E+00,+922.61314E-03
-48.20000E-03,+1.64709804E+00,+922.61314E-03
-48.15000E-03,+2.35463575E+00,+231.15587E-03
-48.10000E-03,+3.85815339E+00,+922.61314E-03
-48.05000E-03,+585.79148E-03,+922.61314E-03
-48.00000E-03,-2.59812822E+00,+922.61314E-03
-47.95000E-03,+939.56033E-03,+231.15587E-03
-47.90000E-03,+1.02800255E+00,+922.61314E-03
-47.85000E-03,-121.74623E-03,+922.61314E-03
-47.80000E-03,-1.27149501E+00,+922.61314E-03
