x-axis,1,2
second,Volt,Volt
-5.000000E-03,-1.307010524E+00,+922.613144E-03
-4.995000E-03,+152.286004E-03,+922.613144E-03
-4.990000E-03,+1.257813677E+00,+922.613144E-03
-4.985000E-03,-820.578348E-03,+576.884508E-03
-4.980000E-03,+1.965351388E+00,+922.613144E-03
-4.975000E-03,+240.728218E-03,+576.884508E-03
-4.970000E-03,-1.837663807E+00,+922.613144E-03
-4.965000E-03,-334.146172E-03,+576.884508E-03
-4.960000E-03,-245.703958E-03,+922.613144E-03
-4.955000E-03,+19.622684E-03,+922.613144E-03
-4.950000E-03,+2.407562457E+00,+231.155872E-03
-4.945000E-03,-201.482851E-03,+231.155872E-03
-4.940000E-03,-1.483894952E+00,+922.613144E-03
-4.935000E-03,+329.170432E-03,+231.155872E-03
-4.930000E-03,-1.218568310E+00,+922.613144E-03
-4.925000E-03,+2.098014709E+00,+576.884508E-03
-4.920000E-03,+3.380426809E+00,+231.155872E-03
-4.915000E-03,+108.064897E-03,+576.884508E-03
-4.910000E-03,-953.241669E-03,+231.155872E-03
-4.905000E-03,+284.949325E-03,+922.613144E-03
-4.900000E-03,+727.160394E-03,+922.613144E-03
-4.895000E-03,-24.598423E-03,+576.884508E-03
-4.890000E-03,+373.391539E-03,+231.155872E-03
-4.885000E-03,-1.041683882E+00,+576.884508E-03
-4.880000E-03,+1.080929250E+00,+922.613144E-03
-4.875000E-03,+1.169371463E+00,+922.613144E-03
-4.870000E-03,+2.142235816E+00,+922.613144E-03
-4.865000E-03,+727.160394E-03,+922.613144E-03
-4.860000E-03,-1.749221593E+00,+231.155872E-03
-4.855000E-03,-599.472813E-03,+576.884508E-03
-4.850000E-03,+1.700024746E+00,+231.155872E-03
-4.845000E-03,+948.265929E-03,+922.613144E-03
-4.840000E-03,+2.672889099E+00,+231.155872E-03
-4.835000E-03,+2.098014709E+00,+922.613144E-03
-4.830000E-03,+19.622684E-03,+922.613144E-03
-4.825000E-03,+859.823715E-03,+231.155872E-03
-4.820000E-03,+992.487036E-03,+922.613144E-03
-4.815000E-03,+19.622684E-03,+231.155872E-03
-4.810000E-03,+1.434698105E+00,+231.155872E-03
-4.805000E-03,+1.169371463E+00,+576.884508E-03
-4.800000E-03,-2.456759304E+00,+922.613144E-03
-4.795000E-03,+771.381501E-03,+576.884508E-03
-4.790000E-03,+1.700024746E+00,+231.155872E-03
-4.785000E-03,-1.439673845E+00,+576.884508E-03
-4.780000E-03,-1.483894952E+00,+231.155872E-03
-4.775000E-03,-245.703958E-03,+231.155872E-03
